date,usd_inr_rate,status,gold_usd,gold_inr,palladium_usd,palladium_inr,platinum_usd,platinum_inr,silver_usd,silver_inr
2017-03-31,64.8599,OK,1248.7201,80991.86081399,796.927,51688.605527299995,947.4183,61449.45619617,18.2451,1183.37536149
2017-04-01,,OK,1248.7668,,798.8624,,949.848,,18.2577,
2017-04-02,64.8067,OK,1248.3771,80903.20020657,800.9676,51908.06696292,953.9891,61824.88540697001,18.2227,1180.95305209
2017-04-03,65.0267,OK,1254.8626,81599.57383142,802.4587,52181.241147290006,955.3562,62123.66101054,18.2596,1187.36153132
2017-04-04,65.0388,OK,1255.7766,81674.20313207999,803.8456,52281.15320928,958.6992,62352.64552896,18.2838,1189.1564114399998
2017-04-05,65.0351,OK,1257.0236,81750.65552836,807.7283,52530.69076333,960.744,62482.0821144,18.3155,1191.15037405
2017-04-06,64.5883,OK,1251.4861,80831.35967263002,803.8844,51921.52679252,956.2515,61762.65875745,18.2351,1177.77410933
2017-04-07,64.2619,OK,1254.2488,80600.41096072001,801.6932,51518.32824908,952.8982,61235.04883858,17.9883,1155.96233577
2017-04-08,64.2705,OK,1254.595,80633.4479475,801.8925,51538.03192125,954.3077,61333.833032849994,18.0025,1157.02967625
2017-04-09,64.2705,OK,1254.9886,80658.7448163,800.9676,51478.5881358,952.9891,61249.08595155,18.0038,1157.1132278999999
2017-04-10,64.57,OK,1255.5085,81068.18384499999,789.0605,50949.636484999995,939.2405,60646.75908499999,17.9481,1158.908817
2017-04-11,64.69,OK,1275.2499,82495.916031,804.5182,52044.282358,968.3729,62644.04290099999,18.3452,1186.7509879999998
2017-04-12,64.73,OK,1286.7529,83291.51521700001,799.7249,51766.192777000004,971.251,62869.07723,18.4998,1197.492054
2017-04-13,64.5,OK,1287.3161,83031.88845,795.488,51308.976,971.6568,62671.8636,18.5233,1194.7528499999999
2017-04-14,64.485,OK,1285.7271,82910.1120435,796.0262,51331.749507,972.5734,62716.395699,18.5317,1195.0166745000001
2017-04-15,64.4455,OK,1285.9917,82876.37810234999,796.9715,51361.22680324999,973.9944,62769.5561052,18.5375,1194.65845625
2017-04-16,64.4637,OK,1295.0181,83481.65829297001,798.4733,51472.54326921,981.9903,63302.728102110006,18.62,1200.314094
2017-04-17,64.415,OK,1283.6641,82687.22300150001,788.8302,50812.49733300001,980.9981,63190.992611500005,18.3814,1184.037881
2017-04-18,64.5796,OK,1289.0585,83246.8823066,775.4824,50080.34319904,975.4956,62997.115649759995,18.285,1180.837986
2017-04-19,64.66,OK,1279.0668,82704.459288,776.5422,50211.218651999996,965.4839,62428.188974,18.158,1174.09628
2017-04-20,64.72,OK,1281.0166,82907.39435199999,802.0983,51911.801975999995,977.498,63263.67056,18.0156,1165.9696319999998
2017-04-21,64.6511,OK,1284.2081,83025.46629391001,793.0466,51271.33504126,971.3642,62799.76403062,17.9188,1158.47013068
2017-04-22,64.6505,OK,1284.3071,83031.09616855,794.5967,51371.07395335,972.2236,62854.7418518,17.9383,1159.72006415
2017-04-23,64.6518,OK,1274.21,82379.970078,800.9932,51785.652167759996,970.4969,62744.37147941999,17.8568,1154.47426224
2017-04-24,64.4935,OK,1276.5849,82331.42824815,796.9461,51397.843300349996,961.7697,62027.89414694999,17.95,1157.6583249999999
2017-04-25,64.33,OK,1263.839,81302.76286999999,801.1858,51540.282514,951.7827,61228.181091,17.6033,1132.420289
2017-04-26,64.127,OK,1267.8288,81302.05745759999,809.9855,51941.940158499994,947.8673,60783.88634709999,17.455,1119.3367849999997
2017-04-27,64.1161,OK,1264.0787,81047.79633707,816.7332,52365.747524520004,942.7381,60444.69029341001,17.2748,1107.5928042799999
2017-04-28,64.2617,OK,1267.7324,81466.63916908001,824.4839,52982.73703663,944.3584,60686.07619328,17.2066,1105.7253672200002
2017-04-29,64.2905,OK,1267.7646,81505.2200163,825.4639,53069.48686294999,945.1171,60762.05091755,17.2149,1106.75452845
2017-04-30,64.2683,OK,1270.5027,81653.04867440999,826.9725,53148.11672175,947.9931,60925.90494873,17.2525,1108.78884575
2017-05-01,64.26,OK,1256.4393,80738.789418,815.8603,52427.18287800001,928.7293,59680.144818,16.8861,1085.100786
2017-05-02,64.17,OK,1256.5498,80632.800666,816.6265,52402.922505,924.9924,59356.762308,16.8428,1080.802476
2017-05-03,,OK,1238.5128,,799.6354,,895.0548,,16.4484,
2017-05-04,64.23,OK,1228.0939,78880.471197,804.978,51703.73694,901.8515,57925.921845000004,16.3421,1049.653083
2017-05-05,64.24,OK,1227.8375,78876.281,812.6778,52206.421872,912.9419,58647.387656,16.3267,1048.827208
2017-05-06,64.3155,OK,1227.9582,78976.7456121,813.8617,52343.92216635,914.3944,58809.7330332,16.34,1050.91527
2017-05-07,64.3155,OK,1234.4612,79394.9893086,816.9668,52543.6282254,921.8034,59286.2465727,16.4454,1057.6941236999999
2017-05-08,64.368,OK,1226.8433,78969.44953439999,808.2245,52023.794616,917.7427,59073.262113599994,16.2686,1047.1772448
2017-05-09,64.6901,OK,1222.7929,79102.59498029,797.3401,51580.01080301,903.3587,58438.36463887,16.1818,1046.8022601799998
2017-05-10,64.5351,OK,1218.19,78616.013469,797.2384,51449.859867839994,909.0,58662.4059,16.1735,1043.75843985
2017-05-11,64.3929,OK,1225.0098,78881.93355042,803.7939,51758.62022331,916.9601,59045.72002329,16.3251,1051.22053179
2017-05-12,64.155,OK,1228.5465,78817.4007075,806.6858,51752.927499,919.7347,59005.5796785,16.4646,1056.286413
2017-05-13,64.2435,OK,1228.6522,78932.9176107,807.474,51874.955919,922.4922,59264.1276507,16.4684,1057.9876554
2017-05-14,64.1755,OK,1229.8913,78928.88912315,806.9722,51787.8444211,924.4964,59330.0187182,16.4618,1056.4442459
2017-05-15,64.0251,OK,1231.0874,78820.49389373999,797.1875,51040.00940625,929.7396,59526.67086396,16.6389,1065.3072363899998
2017-05-16,64.0449,OK,1241.2184,79493.70830616,796.5335,51013.90835415,940.1854,60214.07992446,16.8998,1082.34600102
2017-05-17,64.1261,OK,1259.9378,80794.89735657998,783.0915,50216.60383815,944.7331,60582.04924391,16.8998,1083.7182647799998
2017-05-18,64.9542,OK,1247.9409,81059.00280678,763.2364,49575.40977288,932.4966,60569.570655719996,16.6246,1079.83759332
2017-05-19,,OK,1255.0831,,760.5025,,940.0175,,16.8513,
2017-05-20,64.5655,OK,1255.0988,81036.0815714,761.5102,49167.2868181,941.5487,60791.56258985,16.867,1089.0262885
2017-05-21,64.4585,OK,1257.2765,81042.15727524999,760.6356,49029.429822599996,941.4955,60687.38768675,17.0037,1096.03299645
2017-05-22,64.5351,OK,1262.0048,81443.60596848,771.73,49803.672723,948.1279,61187.52883929,17.1742,1108.3387144199999
2017-05-23,64.8937,OK,1251.1417,81191.21413729,772.2306,50112.90088721999,940.9993,61064.92627440999,17.0564,1106.85290468
2017-05-24,64.7751,OK,1257.9724,81485.28800724,764.9763,49551.41633013,946.8442,61331.927739419996,17.1883,1113.37385133
2017-05-25,64.5491,OK,1255.0358,81011.43135778,771.599,49806.021010899996,946.8083,61115.62363753,17.1379,1106.2360208899997
2017-05-26,64.5294,OK,1267.0096,81759.36928224,791.2269,51057.39712086,957.7902,61805.62693188,17.338,1118.8107372
2017-05-27,64.5232,OK,1267.1862,81762.90861984,792.4621,51132.19057072,960.0891,61948.02101712,17.332,1118.3161024
2017-05-28,64.5232,OK,1268.0218,81816.82420576,794.5084,51264.22439488,961.6957,62051.68399024,17.3787,1121.3293358399999
2017-05-29,64.5399,OK,1267.0899,81777.85543701,797.7408,51486.11145792001,953.7434,61554.50366166,17.389,1122.2843211
2017-05-30,64.58,OK,1262.6103,81539.37317400001,805.7953,52038.260473999995,937.2335,60526.539430000004,17.3593,1121.063594
2017-05-31,64.5099,OK,1268.633,81839.3879667,818.0963,52775.310503370005,946.1096,61033.43568504,17.327,1117.7630373000002
2017-06-01,64.3951,OK,1264.7821,81445.76980770999,824.7355,53108.92499605,929.489,59854.5371039,17.2343,1109.80447193
2017-06-02,64.26,OK,1279.0504,82191.77870400001,841.9068,54100.930968,953.0072,61240.24267200001,17.5316,1126.5806160000002
2017-06-03,64.415,OK,1278.7887,82373.17411050001,843.4904,54333.434116000004,953.9891,61451.207876500004,17.5464,1130.251356
2017-06-04,64.415,OK,1280.1475,82460.7012125,840.4703,54138.8943745,949.9383,61190.27559450001,17.5602,1131.140283
2017-06-05,64.34,OK,1280.1475,82364.69015000001,842.7298,54221.235332,951.6831,61231.290654000004,17.5301,1127.8866340000002
2017-06-06,64.43,OK,1293.6276,83348.42626800001,854.2336,55038.27084800001,958.295,61742.94685,17.6921,1139.9020030000001
2017-06-07,64.4452,OK,1285.6114,82851.48379528,834.9824,53810.607764479995,943.1293,60780.156364359995,17.5474,1130.84570248
2017-06-08,64.255,OK,1279.7052,82227.457626,855.0078,54938.526189,934.9901,60077.788875499995,17.4229,1119.5084395
2017-06-09,64.37,OK,1266.7047,81537.781539,891.4086,57379.971582000006,936.2419,60265.891103,17.1919,1106.642603
2017-06-10,64.2455,OK,1267.1059,81405.85209845,892.3154,57327.249030700004,938.9936,60326.113328800006,17.2079,1105.53013945
2017-06-11,64.387,OK,1267.7003,81623.4192161,894.9827,57625.2511049,936.7506,60314.5608822,17.1836,1106.4004532
2017-06-12,64.48,OK,1265.3903,81592.366544,896.9817,57837.38001600001,940.7692,60660.798016,16.9436,1092.523328
2017-06-13,64.3667,OK,1266.6886,81532.56510961999,884.5409,56934.97874802999,925.7716,59588.862845719996,16.853,1084.7719951
2017-06-14,64.0673,OK,1262.8176,80905.31402448002,860.9334,55157.67841782,936.9086,60025.204348780004,16.9372,1085.1206735600001
2017-06-15,64.6057,OK,1254.0757,81020.43845149,871.3762,56295.869364340004,921.7354,59549.36073178,16.7433,1081.71261681
2017-06-16,64.4633,OK,1253.337,80794.2390321,864.2295,55711.085527350006,926.4921,59724.73818993001,16.6574,1073.79097342
2017-06-17,64.405,OK,1253.447,80728.25403499999,867.4908,55870.744974,928.4965,59799.8170825,16.6964,1075.331642
2017-06-18,64.405,OK,1254.7366,80811.310723,866.2284,55789.440102,925.2406,59590.120843,16.7022,1075.705191
2017-06-19,64.4783,OK,1243.4408,80174.94893464001,861.6085,55555.051345550004,924.7358,59625.39233314001,16.4817,1062.71199711
2017-06-20,64.645,OK,1244.3537,80441.24493649999,872.235,56385.631575,922.1689,59613.6085405,16.4965,1066.4162425
2017-06-21,64.59,OK,1247.8786,80600.478774,888.7467,57404.14935300001,926.7325,59857.652175,16.4835,1064.669265
2017-06-22,64.6099,OK,1251.0478,80830.07325322,885.4808,57210.825939919996,924.428,59727.200637199996,16.5811,1071.30321289
2017-06-23,64.4749,OK,1256.5024,81012.86658976001,856.7512,55238.947944880005,928.281,59850.8246469,16.7127,1077.54966123
2017-06-24,64.5055,OK,1256.5498,81054.3731239,861.5491,55574.65547005,930.5788,60027.450783399996,16.724,1078.789982
2017-06-25,64.5055,OK,1257.6402,81124.7099211,860.9705,55537.332587749996,929.9903,59989.489296650005,16.7142,1078.1578281000002
2017-06-26,64.41,OK,1243.6573,80103.966693,866.8065,55831.006665,915.1978,58947.890298,16.5715,1067.370315
2017-06-27,64.4751,OK,1248.7824,80515.37011824,859.3871,55409.06921121,919.1092,59259.65758092,16.6854,1075.79283354
2017-06-28,64.5049,OK,1249.547,80601.9042803,857.2212,55294.967783880005,921.0732,59413.73465868001,16.806,1084.0693494000002
2017-06-29,64.7953,OK,1246.168,80745.8294104,849.3723,55035.33299019,921.4976,59708.71344128,16.6295,1077.51344135
2017-06-30,64.6199,OK,1241.6807,80237.28266592999,842.4884,54441.51615916,923.9838,59707.74075762,16.6048,1073.0005155200001
2017-07-01,64.6168,OK,1241.912,80248.3793216,843.4832,54503.18523776,926.9902,59899.140355359996,16.6223,1074.07983464
2017-07-02,64.6168,OK,1241.9737,80252.36617816,846.9695,54728.4587876,928.4965,59996.472641199995,16.631,1074.6420008
2017-07-03,64.8553,OK,1222.5686,79290.05332358001,845.7589,54851.94718717,903.963,58626.791553899995,16.1514,1047.5038924199998
2017-07-04,64.7699,OK,1225.7906,79394.33458294,853.4826,55279.98265374001,913.2337,59150.05542563001,16.1316,1044.84211884
2017-07-05,64.7993,OK,1226.7229,79490.78521397,841.7863,54547.162989590004,910.7468,59015.755117240005,16.0772,1041.79130596
2017-07-06,64.725,OK,1223.9752,79221.79482,835.1219,54053.264977499995,910.2411,58915.355197499994,15.8935,1028.7067874999998
2017-07-07,64.595,OK,1213.1506,78363.463007,839.8562,54250.51123899999,906.265,58540.187675,15.601,1007.7465950000001
2017-07-08,64.6255,OK,1213.3272,78411.87696359999,841.2127,54363.79134385,909.0413,58747.24853315,15.6115,1008.90099325
2017-07-09,64.6217,OK,1213.3714,78410.12259938,842.4955,54443.491452350005,909.9761,58804.20254137,15.604,1008.3570068
2017-07-10,64.4749,OK,1213.7543,78256.68711707,841.5879,54261.29569371,900.8684,58083.40000316,15.6655,1010.0315459500001
2017-07-11,64.5354,OK,1217.7302,78586.70554908,851.9847,54983.17340838,901.819,58199.2498926,15.8349,1021.9116054599999
2017-07-12,64.41,OK,1219.423,78543.03542999999,864.8649,55705.948209,917.6922,59108.554602,15.9004,1024.144764
2017-07-13,64.4599,OK,1217.5819,78485.20751581,853.8543,55039.36279257,903.5464,58242.51058936,15.6865,1011.1502213500002
2017-07-14,64.28,OK,1228.6673,78978.73404400001,858.9294,55211.981832,918.4001,59034.758428,15.9852,1027.528656
2017-07-15,64.4235,OK,1228.6975,79156.99339125,859.9118,55398.5278473,921.3108,59354.066323800005,16.0029,1030.9628281500002
2017-07-16,64.4235,OK,1231.2542,79321.70495370001,856.465,55176.472927500006,922.9775,59461.44097125,16.05,1033.9971750000002
2017-07-17,64.3401,OK,1233.3498,79353.84946698001,865.7409,55701.85608009001,922.305,59341.195930500005,16.092,1035.3608892
2017-07-18,64.3357,OK,1242.3286,79926.08011102001,865.1866,55662.38554162,924.129,59454.486105300006,16.2783,1047.27582531
2017-07-19,64.2651,OK,1240.8333,79742.27610783001,856.487,55042.222703700005,919.8363,59113.37180313001,16.2803,1046.25510753
2017-07-20,64.375,OK,1244.0132,80083.34975000001,844.8943,54390.070562500005,926.4234,59638.506375000004,16.3076,1049.80175
2017-07-21,64.3851,OK,1254.7051,80784.31333400999,845.4801,54436.32078651,934.2477,60151.63158926999,16.5013,1062.43785063
2017-07-22,64.4711,OK,1254.8468,80901.35352748001,845.9664,54540.38437104001,934.9989,60280.40758179001,16.517,1064.8691587
2017-07-23,64.4711,OK,1256.2814,80993.84376754002,846.4677,54572.70373347001,935.9878,60344.16305258001,16.5267,1065.4945283700001
2017-07-24,64.3902,OK,1253.9028,80739.05207255999,851.4841,54827.23149581999,927.5061,59722.30328021999,16.4621,1059.9979114199998
2017-07-25,64.445,OK,1247.505,80395.459725,859.0475,55361.3161375,924.7443,59595.14641349999,16.4368,1059.269576
2017-07-26,64.3375,OK,1260.6684,81108.25318500001,866.9794,55779.28714750001,929.4976,59801.55184000001,16.6255,1069.64310625
2017-07-27,64.1251,OK,1259.3507,80755.98957257,873.7822,56031.37095322,923.9924,59251.10504924,16.5721,1062.68756971
2017-07-28,64.1151,OK,1269.1,81368.47340999999,879.7319,56404.098741689995,932.3662,59778.75214962,16.7209,1072.06217559
2017-07-29,64.1335,OK,1269.261,81402.15034349999,882.4879,56597.037734649995,935.7513,60013.00599855,16.7515,1074.33232525
2017-07-30,64.1335,OK,1270.4705,81479.71981175,882.4645,56595.53701075,936.9876,60092.2942446,16.7818,1076.2755703
2017-07-31,64.1801,OK,1268.07,81384.859407,883.4859,56702.21341059,936.6102,60111.73629702,16.798,1078.0973198
2017-08-01,64.0951,OK,1267.8931,81265.73503381001,892.7137,57218.57387287,943.8503,60496.17936353,16.6818,1069.22163918
2017-08-02,63.635,OK,1263.9509,80431.5155215,896.2421,57032.3660335,943.984,60070.42184,16.5435,1052.7456225
2017-08-03,63.7001,OK,1268.8262,80824.35582262,886.3127,56458.20762127,961.7419,61263.05520419,16.6576,1061.0907857599998
2017-08-04,63.6501,OK,1258.6691,80114.41408191001,877.193,55833.4221693,961.3628,61190.83835628,16.2559,1034.6896605900001
