date,usd_inr_rate
2018-04-14,65.2056
2018-04-15,65.2056
2018-04-16,65.455
2018-04-17,65.6712
2018-04-18,65.735
2018-04-19,66.165
2018-04-20,66.215
2018-04-21,66.2105
2018-04-22,66.2069
2018-04-23,66.5389
2018-04-24,66.4002
2018-04-25,66.955
2018-04-26,66.875
2018-04-27,66.615
2018-04-28,66.62
2018-04-29,66.62
2018-04-30,66.465
2018-05-01,66.7958
2018-05-02,66.785
2018-05-03,66.7185
2018-05-04,66.8299
2018-05-05,66.8205
2018-05-06,66.8205
2018-05-07,67.175
2018-05-08,67.04
2018-05-09,67.3733
2018-05-10,67.025
2018-05-11,67.3601
2018-05-12,67.3922
2018-05-13,67.3605
2018-05-14,67.575
2018-05-15,68.525
2018-05-16,67.715
2018-05-17,67.805
2018-05-18,67.9885
2018-05-19,67.9905
2018-05-20,67.985
2018-05-21,68.095
2018-05-22,68.0203
2018-05-23,68.365
2018-05-24,68.305
2018-05-25,67.7824
2018-05-26,67.7317
2018-05-27,67.7317
2018-05-28,67.43
2018-05-29,67.835
2018-05-30,67.48
2018-05-31,67.4167
2018-06-01,66.945
2018-06-02,66.9955
2018-06-03,66.935
2018-06-04,67.0433
2018-06-05,67.1185
2018-06-06,66.8711
2018-06-07,67.485
2018-06-08,67.505
2018-06-09,67.5305
2018-06-10,67.52
2018-06-11,67.505
2018-06-12,67.495
2018-06-13,67.445
2018-06-14,67.715
2018-06-15,68.195
2018-06-16,68.47
2018-06-17,68.06
2018-06-18,68.105
2018-06-19,68.115
2018-06-20,68.075
2018-06-21,67.845
2018-06-22,67.865
2018-06-23,67.8649
2018-06-24,67.8649
2018-06-25,68.125
2018-06-26,68.3322
2018-06-27,68.845
2018-06-28,68.825
2018-06-29,68.469
2018-06-30,68.445
2018-07-01,68.445
2018-07-02,68.725
2018-07-03,68.5654
2018-07-04,68.97
2018-07-05,68.825
2018-07-06,68.8047
2018-07-07,68.765
2018-07-08,68.765
2018-07-09,68.665
2018-07-10,68.655
2018-07-11,68.765
2018-07-12,68.305
2018-07-13,68.4513
2018-07-14,68.4967
2018-07-15,68.4967
2018-07-16,68.545
2018-07-17,68.425
2018-07-18,68.465
2018-07-19,69.045
2018-07-20,68.7527
2018-07-21,68.7405
2018-07-22,68.7433
2018-07-23,68.955
2018-07-24,68.885
2018-07-25,68.695
2018-07-26,68.695
2018-07-27,68.635
2018-07-28,68.625
2018-07-29,68.625
2018-07-30,68.607
2018-07-31,68.444
2018-08-01,68.31
2018-08-02,68.555
2018-08-03,68.5317
2018-08-04,68.515
2018-08-05,68.515
2018-08-06,68.813
2018-08-07,68.628
2018-08-08,68.605
2018-08-09,68.7613
2018-08-10,69.115
2018-08-11,69.095
2018-08-12,69.095
2018-08-13,70.135
2018-08-14,70.045
2018-08-15,70.375
2018-08-16,70.05
2018-08-17,70.005
2018-08-18,69.795
2018-08-19,69.795
2018-08-20,69.81
2018-08-21,69.805
2018-08-22,69.825
2018-08-23,70.175
2018-08-24,69.853
2018-08-25,69.775
2018-08-26,69.775
2018-08-27,69.9
2018-08-28,70.095
2018-08-29,70.5283
2018-08-30,70.985
2018-08-31,70.885
2018-09-01,70.87
2018-09-02,71.005
2018-09-03,71.17
2018-09-04,71.35
2018-09-05,71.53
2018-09-06,71.9601
2018-09-07,72.085
2018-09-08,72.105
2018-09-09,72.105
2018-09-10,72.57
2018-09-11,72.585
2018-09-12,71.88
2018-09-13,71.645
2018-09-14,71.96
2018-09-15,72.105
2018-09-16,72.105
2018-09-17,72.445
2018-09-18,72.715
2018-09-19,71.965
2018-09-20,71.75
2018-09-21,72.285
2018-09-22,72.24
2018-09-23,72.24
2018-09-24,72.855
2018-09-25,72.685
2018-09-26,72.535
2018-09-27,72.555
2018-09-28,72.53
2018-09-29,72.515
2018-09-30,72.515
2018-10-01,73.185
2018-10-02,73.355
2018-10-03,73.455
2018-10-04,73.855
2018-10-05,74.185
2018-10-06,73.7705
2018-10-07,73.7705
2018-10-08,73.975
2018-10-09,74.095
2018-10-10,74.225
2018-10-11,73.81
2018-10-12,73.66
2018-10-13,73.686
2018-10-14,73.686
2018-10-15,73.74
2018-10-16,73.265
2018-10-17,73.385
2018-10-18,73.685
2018-10-19,73.422
2018-10-20,73.475
2018-10-21,73.475
2018-10-22,73.665
2018-10-23,73.38
2018-10-24,73.28
2018-10-25,73.23
2018-10-26,73.145
2018-10-27,73.125
2018-10-28,73.135
2018-10-29,73.445
2018-10-30,73.58
2018-10-31,74.06
2018-11-01,73.105
2018-11-02,72.91
2018-11-03,72.915
2018-11-04,72.915
2018-11-05,72.9
2018-11-06,73.005
2018-11-07,72.425
2018-11-08,72.6
2018-11-09,72.675
2018-11-10,72.48
2018-11-11,72.48
2018-11-12,72.925
2018-11-13,72.335
2018-11-14,72.195
2018-11-15,71.925
2018-11-16,71.877
2018-11-17,71.785
2018-11-18,71.785
2018-11-19,71.455
2018-11-20,71.43
2018-11-21,71.095
2018-11-22,70.67
2018-11-23,70.53
2018-11-24,70.6555
2018-11-25,70.675
2018-11-26,70.765
2018-11-27,70.935
2018-11-28,70.665
2018-11-29,69.785
2018-11-30,69.695
2018-12-01,69.77
2018-12-02,69.77
2018-12-03,70.435
2018-12-04,70.513
2018-12-05,70.685
2018-12-06,70.725
2018-12-07,71.1633
2018-12-08,71.375
2018-12-09,71.375
2018-12-10,72.435
2018-12-11,72.255
2018-12-12,71.835
2018-12-13,71.495
2018-12-14,71.9
2018-12-15,71.92
2018-12-16,71.92
2018-12-17,71.615
2018-12-18,70.515
2018-12-19,70.265
2018-12-20,70.075
2018-12-21,70.12
2018-12-22,70.14
2018-12-23,70.14
2018-12-24,69.985
2018-12-25,70.26
2018-12-26,70.045
2018-12-27,70.255
2018-12-28,69.905
2018-12-29,69.925
2018-12-30,69.9325
2018-12-31,69.56
2019-01-01,69.525
2019-01-02,70.025
2019-01-03,70.13
2019-01-04,69.617
2019-01-05,69.535
2019-01-06,69.535
2019-01-07,69.775
2019-01-08,70.1499
2019-01-09,70.48
2019-01-10,70.425
2019-01-11,70.3949
2019-01-12,70.38
2019-01-13,70.38
2019-01-14,70.755
2019-01-15,71.0612
2019-01-16,70.985
2019-01-17,71.115
2019-01-18,71.23
2019-01-19,71.255
2019-01-20,71.255
2019-01-21,71.18
2019-01-22,71.225
2019-01-23,71.229
2019-01-24,71.015
2019-01-25,70.915
2019-01-26,70.9005
2019-01-27,70.9005
2019-01-28,71.0813
2019-01-29,71.43
2019-01-30,71.265
2019-01-31,70.95
2019-02-01,71.455
2019-02-02,71.46
2019-02-03,71.4617
2019-02-04,71.7
2019-02-05,71.554
2019-02-06,71.56
2019-02-07,71.355
2019-02-08,71.215
2019-02-09,71.1755
2019-02-10,71.1755
2019-02-11,71.175
2019-02-12,70.575
2019-02-13,70.855
2019-02-14,71.155
2019-02-15,71.365
2019-02-16,71.335
2019-02-17,71.33
2019-02-18,71.38
2019-02-19,71.305
2019-02-20,70.99
2019-02-21,71.185
2019-02-22,71.025
2019-02-23,71.0355
2019-02-25,70.825
2019-02-26,71.05
2019-02-27,71.1525
2019-02-28,70.855
2019-03-01,70.93005
2019-03-02,71.0
2019-03-03,71.0
2019-03-04,70.9351
2019-03-05,70.585
2019-03-06,70.098
2019-03-07,70.131
2019-03-08,69.97055
2019-03-09,69.9969
2019-03-10,70.0115
2019-03-11,69.8481
2019-03-12,69.6075
2019-03-13,69.4925
2019-03-14,69.3315
2019-03-15,68.988
2019-03-16,68.963
2019-03-17,68.963
2019-03-18,68.64755
2019-03-19,69.04
2019-03-20,68.803
2019-03-21,68.8225
2019-03-22,69.22005
2019-03-23,69.17
2019-03-24,69.1705
2019-03-25,68.892
2019-03-26,68.962
2019-03-27,69.052
2019-03-28,69.194
2019-03-29,69.3275
2019-03-30,69.44
2019-03-31,69.44
2019-04-01,69.20705
2019-04-02,68.90505
2019-04-03,68.413
2019-04-04,68.96355
2019-04-05,69.166
2019-04-07,69.231
2019-04-08,69.58005
2019-04-09,69.277
2019-04-10,69.1425
2019-04-11,69.016
2019-04-12,69.227
2019-04-13,69.1905
2019-04-14,69.171
2019-04-15,69.403
2019-04-16,69.53
2019-04-17,69.415
2019-04-18,69.4055
2019-04-19,69.3675
2019-04-20,69.39
2019-04-21,69.39
2019-04-22,69.6585
2019-04-23,69.76
2019-04-24,69.961
2019-04-25,70.253
2019-04-26,69.7995
2019-04-27,69.8505
2019-04-28,69.8505
2019-04-29,69.833
2019-04-30,69.558
2019-05-01,69.5675
2019-05-02,69.41
2019-05-03,69.152
2019-05-04,69.178
2019-05-05,69.178
2019-05-06,69.373
2019-05-07,69.602
2019-05-08,69.739
2019-05-09,70.141
2019-05-10,70.0151
2019-05-11,69.9325
2019-05-12,69.9325
2019-05-13,70.5425
2019-05-14,70.3141
2019-05-15,70.256
2019-05-16,70.163
2019-05-17,70.3355
2019-05-18,70.348
2019-05-19,70.348
2019-05-20,69.773
2019-05-21,69.638
2019-05-22,69.724
2019-05-23,69.6675
2019-05-24,69.3875
2019-05-25,69.3805
2019-05-26,69.37
2019-05-27,69.4775
2019-05-28,69.5995
2019-05-29,69.863
2019-05-30,69.7935
2019-05-31,69.5835
2019-06-01,69.5796
2019-06-02,69.5805
2019-06-03,69.1689
2019-06-04,69.39
2019-06-05,69.3895
2019-06-06,69.225
2019-06-07,69.3375
2019-06-08,69.39
2019-06-09,69.39
2019-06-10,69.4825
2019-06-11,69.405
2019-06-12,69.38755
2019-06-13,69.5175
2019-06-14,69.83
2019-06-15,69.8335
2019-06-16,69.8335
2019-06-17,69.843
2019-06-18,69.485
2019-06-19,69.6817
2019-06-20,69.5505
2019-06-21,69.5675
2019-06-22,69.58
2019-06-23,69.58
2019-06-24,69.2755
2019-06-25,69.254
2019-06-26,69.16
2019-06-27,69.03005
2019-06-28,68.9259
2019-06-29,68.9503
2019-06-30,68.9503
2019-07-01,68.909
2019-07-02,68.89
2019-07-03,68.8
2019-07-04,68.56
2019-07-05,68.559
2019-07-06,68.45
2019-07-07,68.45
2019-07-08,68.598
2019-07-09,68.5785
2019-07-10,68.365
2019-07-11,68.4425
2019-07-12,68.563
2019-07-13,68.5603
2019-07-14,68.5603
2019-07-15,68.535
2019-07-16,68.7099
2019-07-17,68.8457
2019-07-18,68.8619
2019-07-19,68.8555
2019-07-20,68.8605
2019-07-21,68.8605
2019-07-22,68.915
2019-07-23,69.0415
2019-07-24,68.95
2019-07-25,69.0848
2019-07-26,69.1025
2019-07-27,68.86
2019-07-28,68.86
2019-07-29,68.7475
2019-07-30,68.8833
2019-07-31,68.877
2019-08-01,68.954
2019-08-02,69.6209
2019-08-03,69.6669
2019-08-04,69.6669
2019-08-05,70.9305
2019-08-06,71.052
2019-08-07,71.07
2019-08-08,70.43
2019-08-09,71.0915
2019-08-10,71.0421
2019-08-11,71.0421
2019-08-12,71.2508
2019-08-13,71.086
2019-08-14,71.5525
2019-08-15,71.527
2019-08-16,71.2295
2019-08-18,71.142
2019-08-19,71.5905
2019-08-20,71.527
2019-08-21,71.415
2019-08-22,71.9258
2019-08-23,71.7085
2019-08-24,71.5125
2019-08-25,71.5125
2019-08-26,71.768
2019-08-27,71.53
2019-08-28,71.7761
2019-08-29,71.652
2019-08-30,71.742
2019-08-31,71.7399
2019-09-01,71.7399
2019-09-02,72.02
2019-09-03,72.1805
2019-09-04,72.0094
2019-09-05,71.8305
2019-09-06,71.6
2019-09-07,71.6455
2019-09-08,71.6455
2019-09-09,71.73
2019-09-10,71.855
2019-09-11,71.524
2019-09-12,71.004
2019-09-13,70.983
2019-09-14,71.0307
2019-09-15,71.0307
2019-09-16,71.613
2019-09-17,71.5335
2019-09-18,71.085
2019-09-19,71.3507
2019-09-20,71.038
2019-09-21,71.1972
2019-09-22,71.1972
2019-09-23,70.799
2019-09-24,70.9697
2019-09-25,71.031
2019-09-26,70.999
2019-09-27,70.6635
2019-09-28,70.655
2019-09-29,70.5085
2019-09-30,70.6665
2019-10-01,71.0955
2019-10-02,71.217
2019-10-03,71.047
2019-10-04,70.8375
2019-10-05,70.8255
2019-10-06,70.8255
2019-10-07,71.0475
2019-10-08,71.2175
2019-10-09,71.109
2019-10-10,70.884
2019-10-11,70.9025
2019-10-12,71.05
2019-10-13,70.9245
2019-10-14,71.2025
2019-10-15,71.499
2019-10-16,71.4055
2019-10-17,71.152
2019-10-18,71.091
2019-10-19,71.0905
2019-10-20,71.0905
2019-10-21,70.916
2019-10-22,70.78
2019-10-23,70.7255
2019-10-24,70.9555
2019-10-25,70.8217
2019-10-26,70.84
2019-10-27,70.84
2019-10-28,70.7128
2019-10-29,70.8823
2019-10-30,70.9675
2019-10-31,71.091
2019-11-01,70.548
2019-11-02,70.705
2019-11-03,70.5221
2019-11-04,70.8055
2019-11-05,70.8525
2019-11-06,71.139
2019-11-07,71.0605
2019-11-08,71.3395
2019-11-09,71.377
2019-11-10,71.377
2019-11-11,71.59
2019-11-12,71.7603
2019-11-13,72.2015
2019-11-14,72.0095
2019-11-15,71.6475
2019-11-16,71.6505
2019-11-18,71.9256
2019-11-19,71.8335
2019-11-20,71.7464
2019-11-21,71.7565
2019-11-22,71.7655
2019-11-23,71.7926
2019-11-24,71.7926
2019-11-25,71.7
2019-11-26,71.5122
2019-11-27,71.265
2019-11-28,71.582
2019-11-29,71.7821
2019-11-30,71.754
2019-12-01,71.754
2019-12-02,71.6585
2019-12-03,71.736
2019-12-04,71.507
2019-12-05,71.2365
2019-12-06,71.2775
2019-12-07,71.297
2019-12-08,71.297
2019-12-09,71.0251
2019-12-10,70.8449
2019-12-11,70.7645
2019-12-12,70.667
2019-12-13,70.717
2019-12-14,70.6895
2019-12-15,70.6895
2019-12-16,70.8895
2019-12-17,71.0515
2019-12-18,71.025
2019-12-19,71.1325
2019-12-20,71.0535
2019-12-21,71.128
2019-12-22,71.128
2019-12-23,71.25
2019-12-24,71.2425
2019-12-25,71.2085
2019-12-26,71.2875
2019-12-27,71.4525
2019-12-28,71.4275
2019-12-29,71.4275
2019-12-30,71.309
2019-12-31,71.18
2020-01-01,71.165
2020-01-02,71.348
2020-01-03,71.7535
2020-01-04,71.761
2020-01-05,71.761
2020-01-06,71.871
2020-01-07,71.831
2020-01-08,71.3695
2020-01-09,71.153
2020-01-10,70.9375
2020-01-11,70.991
2020-01-12,70.989
2020-01-13,70.753
2020-01-14,70.8525
2020-01-15,70.725
2020-01-16,70.9706
2020-01-17,71.096
2020-01-18,71.0437
2020-01-19,71.0437
2020-01-20,71.0125
2020-01-21,71.1695
2020-01-22,71.1015
2020-01-23,71.4497
2020-01-24,71.303
2020-01-25,71.3255
2020-01-26,71.3255
2020-01-27,71.455
2020-01-28,71.218
2020-01-29,71.37
2020-01-30,71.5575
2020-01-31,71.5
2020-02-01,71.499
2020-02-02,71.499
2020-02-03,71.35
2020-02-04,71.11
2020-02-05,71.1887
2020-02-06,71.219
2020-02-07,71.492
2020-02-08,71.516
2020-02-09,71.516
2020-02-10,71.285
2020-02-11,71.269
2020-02-12,71.3106
2020-02-13,71.2748
2020-02-14,71.501
2020-02-15,71.5269
2020-02-16,71.5269
2020-02-17,71.3505
2020-02-18,71.5395
2020-02-19,71.587
2020-02-20,71.917
2020-02-21,71.8325
2020-02-22,71.8875
2020-02-23,71.8875
2020-02-24,72.098
2020-02-25,71.8226
2020-02-26,71.6
2020-02-27,71.645
2020-02-28,72.505
2020-02-29,72.175
2020-03-01,72.175
2020-03-02,72.73
2020-03-03,72.96
2020-03-04,73.5745
2020-03-05,73.635
2020-03-06,74.225
2020-03-07,74.0053
2020-03-08,74.0053
2020-03-09,74.385
2020-03-10,73.878
2020-03-11,74.085
2020-03-12,74.605
2020-03-13,74.01
2020-03-14,73.959
2020-03-15,73.959
2020-03-16,74.0625
2020-03-17,74.18
2020-03-18,75.09
2020-03-19,74.8
2020-03-20,75.475
2020-03-21,75.6226
2020-03-22,75.6226
2020-03-23,76.4125
2020-03-24,76.075
2020-03-25,75.975
2020-03-26,74.8575
2020-03-27,75.07
2020-03-28,74.876
2020-03-29,75.472
2020-03-30,75.355
2020-03-31,75.445
2020-04-01,76.59
2020-04-02,76.1725
2020-04-03,76.3875
2020-04-05,76.419
2020-04-06,75.9425
2020-04-07,75.5325
2020-04-08,75.885
2020-04-09,75.8875
2020-04-10,76.1475
2020-04-11,76.1765
2020-04-12,76.1765
2020-04-13,76.3425
2020-04-14,75.98
2020-04-15,76.5225
2020-04-16,76.805
2020-04-17,76.585
2020-04-18,76.501
2020-04-19,76.501
2020-04-20,76.61
2020-04-21,77.051
2020-04-22,76.4465
2020-04-23,75.9525
2020-04-24,76.42
2020-04-25,76.302
2020-04-26,76.2815
2020-04-27,76.198
2020-04-28,76.0648
2020-04-29,75.33
2020-04-30,75.2374
2020-05-01,75.865
2020-05-02,75.831
2020-05-03,75.601
2020-05-04,75.6675
2020-05-05,75.674
2020-05-06,76.04805
2020-05-07,75.70755
2020-05-08,75.50305
2020-05-09,75.504
2020-05-10,75.535
2020-05-11,75.9258
2020-05-12,75.1435
2020-05-13,75.3855
2020-05-14,75.541
2020-05-15,75.822
2020-05-18,75.7
2020-05-19,75.6687
2020-05-20,75.605
2020-05-21,75.64005
2020-05-22,75.98
2020-05-25,75.855
2020-05-26,75.552
2020-05-27,75.9145
2020-05-28,75.6484
2020-05-29,75.6197
2020-05-30,75.5232
2020-05-31,75.5232
2020-06-01,75.5655
2020-06-02,75.11405
2020-06-03,75.33
2020-06-04,75.45
2020-06-05,75.60005
2020-06-06,75.5645
2020-06-07,75.5645
2020-06-08,75.44
2020-06-09,75.495
2020-06-10,75.6925
2020-06-11,76.17405
2020-06-12,75.98705
2020-06-13,75.957
2020-06-14,75.957
2020-06-15,75.97825
2020-06-16,76.235
2020-06-17,76.195
2020-06-18,76.37705
2020-06-19,76.2825
2020-06-20,76.25225
2020-06-21,76.25225
2020-06-22,75.71105
2020-06-23,75.593
2020-06-24,75.67655
2020-06-25,75.56505
2020-06-26,75.59305
2020-06-27,75.628
2020-06-28,75.628
2020-06-29,75.50605
2020-06-30,75.53855
2020-07-01,75.5325
2020-07-02,74.7925
2020-07-03,74.6445
2020-07-04,74.67945
2020-07-05,74.67945
2020-07-06,74.6454
2020-07-07,74.84755
2020-07-08,74.90645
2020-07-09,75.1436
2020-07-10,75.1962
2020-07-11,75.1955
2020-07-12,75.1955
2020-07-13,75.16435
2020-07-14,75.25825
2020-07-15,75.13215
2020-07-16,75.15335
2020-07-17,74.93555
2020-07-20,74.78245
2020-07-21,74.50565
2020-07-22,74.60705
2020-07-23,74.8093
2020-07-24,74.7747
2020-07-25,74.7247
2020-07-26,74.7247
2020-07-27,74.7768
2020-07-28,74.8601
2020-07-29,74.9025
2020-07-30,74.8657
2020-07-31,74.9249
2020-08-01,74.9299
2020-08-02,74.9299
2020-08-03,75.2378
2020-08-04,75.05545
2020-08-05,74.8572
2020-08-06,74.94005
2020-08-07,75.0657
2020-08-09,74.97075
2020-08-10,74.90715
2020-08-11,74.59385
2020-08-12,74.8148
2020-08-13,74.83905
2020-08-14,74.83725
2020-08-15,74.8547
2020-08-16,74.8547
2020-08-17,74.7768
2020-08-18,74.61985
2020-08-19,74.8556
2020-08-20,75.04275
2020-08-21,74.9743
2020-08-22,74.9293
2020-08-23,74.9293
2020-08-24,74.1747
2020-08-25,74.24225
2020-08-26,74.24955
2020-08-27,73.88855
2020-08-28,73.211
2020-08-29,73.1285
2020-08-30,73.1285
2020-08-31,73.3754
2020-09-01,73.09665
2020-09-02,73.27315
2020-09-03,73.46565
2020-09-04,73.2412
2020-09-05,73.2462
2020-09-06,73.2462
2020-09-07,73.4683
2020-09-08,73.6505
2020-09-09,73.31955
2020-09-10,73.54825
2020-09-11,73.435
2020-09-12,73.4765
2020-09-13,73.4765
2020-09-14,73.3992
2020-09-15,73.60485
2020-09-16,73.46805
2020-09-17,73.6263
2020-09-18,73.5402
2020-09-19,73.61015
2020-09-20,73.61015
2020-09-21,73.58295
2020-09-22,73.54245
2020-09-23,73.54765
2020-09-24,73.73705
2020-09-25,73.76205
2020-09-26,73.6995
2020-09-27,73.6995
2020-09-28,73.81205
2020-09-29,73.777
2020-09-30,73.5644
2020-10-01,73.221
2020-10-02,73.3019
2020-10-03,73.3226
2020-10-04,73.3226
2020-10-05,73.11255
2020-10-06,73.4738
2020-10-07,73.36245
2020-10-08,73.32295
2020-10-09,72.98515
2020-10-10,72.9612
2020-10-11,72.9612
2020-10-12,73.3726
2020-10-13,73.42415
2020-10-14,73.3264
2020-10-15,73.4539
2020-10-16,73.4365
2020-10-19,73.3588
2020-10-20,73.47575
2020-10-21,73.60075
2020-10-22,73.6672
2020-10-23,73.85335
2020-10-24,73.83415
2020-10-25,73.83415
2020-10-26,73.95605
2020-10-27,73.73795
2020-10-28,74.2153
2020-10-29,74.40185
2020-10-30,74.5919
2020-11-02,74.55165
2020-11-03,74.6384
2020-11-04,74.3488
2020-11-05,73.8758
2020-11-06,73.97375
2020-11-07,73.98115
2020-11-08,73.98115
2020-11-09,74.0209
2020-11-10,74.34735
2020-11-11,74.51445
2020-11-12,74.5997
2020-11-13,74.58535
2020-11-14,74.5379
2020-11-15,74.5379
2020-11-16,74.388
2020-11-17,74.43055
2020-11-18,74.1022
2020-11-19,74.14855
2020-11-20,74.1201
2020-11-21,74.16265
2020-11-22,74.16265
2020-11-23,74.23075
2020-11-24,74.0323
2020-11-25,73.7917
2020-11-26,73.81525
2020-11-27,74.01405
2020-11-28,73.96245
2020-11-29,73.96245
2020-11-30,74.01505
2020-12-01,73.50525
2020-12-02,73.7197
2020-12-03,73.82625
2020-12-04,73.7725
2020-12-05,73.79855
2020-12-06,73.79855
2020-12-07,73.76355
2020-12-08,73.68615
2020-12-09,73.8051
2020-12-10,73.73575
2020-12-11,73.73615
2020-12-12,73.7383
2020-12-13,73.7383
2020-12-14,73.6888
2020-12-15,73.51895
2020-12-16,73.66545
2020-12-17,73.54865
2020-12-18,73.5221
2020-12-19,73.6071
2020-12-20,73.6071
2020-12-21,74.0041
2020-12-22,73.8873
2020-12-23,73.792
2020-12-24,73.5196
2020-12-28,73.4987
2020-12-29,73.35415
2020-12-30,73.1866
2020-12-31,73.0116
2021-01-01,73.09255
2021-01-02,73.09225
2021-01-03,73.09225
2021-01-04,73.0962
2021-01-05,73.16385
2021-01-06,73.16455
2021-01-07,73.42905
2021-01-08,73.32185
2021-01-09,73.3784
2021-01-10,73.3784
2021-01-11,73.50105
2021-01-12,73.26535
2021-01-13,73.07855
2021-01-14,73.0862
2021-01-15,73.16135
2021-01-16,73.1625
2021-01-17,73.1625
2021-01-18,73.1804
2021-01-19,73.19195
2021-01-20,72.93665
2021-01-21,72.95575
2021-01-22,72.99345
2021-01-23,72.9994
2021-01-24,72.9994
2021-01-25,72.9918
2021-01-26,72.9257
2021-01-27,73.03215
2021-01-28,72.93465
2021-01-29,72.87445
2021-01-30,72.90725
2021-02-01,73.16615
2021-02-02,72.97125
2021-02-03,72.82985
2021-02-04,72.92585
2021-02-05,72.84745
2021-02-06,72.7883
2021-02-07,72.7883
2021-02-08,72.90285
2021-02-09,72.86135
2021-02-10,72.79965
2021-02-11,72.7073
2021-02-12,72.5977
2021-02-13,72.59105
2021-02-14,72.59105
2021-02-15,72.62385
2021-02-16,72.84295
2021-02-17,72.82715
2021-02-18,72.6368
2021-02-19,72.5106
2021-02-20,72.55135
2021-02-21,72.5543
2021-02-22,72.4861
2021-02-23,72.42755
2021-02-24,72.38175
2021-02-25,72.7356
2021-02-26,73.96765
2021-02-27,73.5964
2021-02-28,73.5964
2021-03-01,73.3693
2021-03-02,73.2902
2021-03-03,72.8932
2021-03-04,72.73985
2021-03-05,73.29395
2021-03-06,73.1809
2021-03-07,73.1809
2021-03-08,73.33025
2021-03-09,72.90355
2021-03-10,72.7895
2021-03-11,72.69865
2021-03-12,72.6782
2021-03-13,72.68925
2021-03-14,72.6905
2021-03-15,72.5213
2021-03-16,72.5622
2021-03-17,72.5772
2021-03-18,72.66395
2021-03-19,72.4111
2021-03-20,72.44205
2021-03-21,72.44205
2021-03-22,72.3626
2021-03-23,72.5163
2021-03-24,72.5934
2021-03-25,72.64835
2021-03-26,72.56135
2021-03-27,72.4474
2021-03-28,72.4474
2021-03-29,72.7049
2021-03-30,73.44335
2021-03-31,73.15625
2021-04-01,73.29665
2021-04-02,73.3824
2021-04-04,73.37805
2021-04-05,73.23415
2021-04-06,73.4877
2021-04-07,74.33405
2021-04-08,74.58515
2021-04-09,74.73265
2021-04-10,74.725
2021-04-11,74.725
2021-04-12,75.0071
2021-04-13,75.28575
2021-04-14,74.9894
2021-04-15,74.7259
2021-04-16,74.57455
2021-04-17,74.5405
2021-04-18,74.5405
2021-04-19,74.8701
2021-04-20,75.4091
2021-04-21,75.3761
2021-04-22,75.12595
2021-04-23,74.9283
2021-04-24,74.9305
2021-04-25,74.9305
2021-04-26,74.7085
2021-04-27,74.5965
2021-04-28,74.47075
2021-04-29,74.0964
2021-04-30,73.95545
2021-05-01,74.0955
2021-05-02,74.0955
2021-05-03,73.83155
2021-05-04,73.7449
2021-05-05,73.7698
2021-05-06,73.59435
2021-05-07,73.27735
2021-05-08,73.2545
2021-05-09,73.2545
2021-05-10,73.4065
2021-05-11,73.37705
2021-05-12,73.63815
2021-05-13,73.444
2021-05-14,73.25365
2021-05-15,73.2791
2021-05-16,73.2791
2021-05-17,73.34585
2021-05-18,73.0509
2021-05-19,73.1796
2021-05-20,73.04655
2021-05-21,72.91805
2021-05-22,72.9105
2021-05-23,72.9105
2021-05-24,72.90345
2021-05-25,72.79505
2021-05-26,72.72625
2021-05-27,72.62185
2021-05-28,72.4287
2021-05-29,72.3937
2021-05-30,72.3937
2021-05-31,72.51185
2021-06-01,72.8754
2021-06-02,72.97695
2021-06-03,73.06225
2021-06-04,72.87735
2021-06-05,73.14705
2021-06-06,73.14705
2021-06-07,72.80945
2021-06-08,72.9635
2021-06-09,72.9921
2021-06-10,73.041
2021-06-11,73.2789
2021-06-12,73.2318
2021-06-13,73.2318
2021-06-14,73.1844
2021-06-15,73.36245
2021-06-16,73.28755
2021-06-17,74.3372
2021-06-18,74.1436
2021-06-19,74.1441
2021-06-20,74.1441
2021-06-21,74.1881
2021-06-22,74.3355
2021-06-23,74.20145
2021-06-24,74.21315
2021-06-25,74.1722
2021-06-26,74.225
2021-06-27,74.2205
2021-06-28,74.27005
2021-06-29,74.2374
2021-06-30,74.3048
2021-07-01,74.56415
2021-07-02,74.52065
2021-07-03,74.5185
2021-07-04,74.5185
2021-07-05,74.3006
2021-07-06,74.75455
2021-07-07,74.80775
2021-07-08,74.7467
2021-07-09,74.5358
2021-07-10,74.4875
2021-07-11,74.4875
2021-07-12,74.55765
2021-07-13,74.5313
2021-07-14,74.5486
2021-07-15,74.54785
2021-07-16,74.6075
2021-07-17,74.6105
2021-07-18,74.6105
2021-07-19,74.9969
2021-07-20,74.57775
2021-07-21,74.4724
2021-07-22,74.45665
2021-07-23,74.4529
2021-07-24,74.4275
2021-07-25,74.4275
2021-07-26,74.3328
2021-07-27,74.5207
2021-07-28,74.4838
2021-07-29,74.26405
2021-07-30,74.3463
2021-07-31,74.3793
2021-08-01,74.3793
2021-08-02,74.3439
2021-08-03,74.2143
2021-08-04,74.19415
2021-08-05,74.10105
2021-08-06,74.22975
2021-08-07,74.24205
2021-08-08,74.2105
2021-08-09,74.46555
2021-08-10,74.43825
2021-08-11,74.22415
2021-08-12,74.2936
2021-08-13,74.20585
2021-08-14,74.217
2021-08-15,74.217
2021-08-16,74.178
2021-08-17,74.3996
2021-08-18,74.2947
2021-08-19,74.3297
2021-08-20,74.2937
2021-08-21,74.3525
2021-08-22,74.3525
2021-08-23,74.13105
2021-08-24,74.1584
